,text_id,text,task_1,task_2,task_3
3651,hasoc_en_3652,"As usual  ,  your wrong . ",NOT,NONE,NONE
1552,hasoc_en_1553,I genuinely cant believe Nazanin still hasnt been released .  Even more unbelievable is that Boris Johnson could be our next PM .  Our Government should hang their heads in shame . ,HOF,HATE,TIN
1321,hasoc_en_1322,Diverse Men ' s Solid Slim fit Formal Shirt  ( Pack of  )  Rs . 460  ( mrp - 1998 ) ,NOT,NONE,NONE
878,hasoc_en_879,"should act on this !  Being the world ' s dominating cricket board ,  at least they should appeal to  .  When we requested ,  not to play against to support our jawans ,   ' s response was cold .  Now ,  is the time to stand with our jawans",NOT,NONE,NONE
2793,hasoc_en_2794,"Dear patients ,  U are worth saving ,  but you are definitely not worth dying for .  Sincerely ,  Your doctor . ",NOT,NONE,NONE
4554,hasoc_en_4555,"We all heard tRump say it on television .  So ,  he didnt collude but given the chance to collude ,  he would .  On the question posed to him about accepting forign intelligence on an opponent .  Id take it .   -  Donald J .  Trump",HOF,HATE,TIN
1237,hasoc_en_1238,"Aw ,  come on ,  man !  getting trolled on his birthday ?  Son of a bitch !  On  ?  !  Aw ,  damn it !  Looks like is going to crash the party tonight . ",HOF,PRFN,TIN
3125,hasoc_en_3126,watch england weather report of sunday in star sports network .  .  . ,NOT,NONE,NONE
219,hasoc_en_220,UAE investors hit as dodgy firm folds up in India,NOT,NONE,NONE
5022,hasoc_en_5023,Mrs .  Mamata banerjee what will you do when you fell ill ?  Call the police or the doctors ? ,HOF,HATE,TIN
3781,hasoc_en_3782," .  .  . where they would be reunited in when Dad passed from esophageal cancer .  He gave that  ' champion purebred mutt '  yrs .  he never would ' ve had .  After a nine - year break ,  they were now together eternally .  Rest well ,  Fredzino .  And oh yeah  -   . ",NOT,NONE,NONE
5792,hasoc_en_5793,"Of course ,  too many unsold books",NOT,NONE,NONE
70,hasoc_en_71,I want to know too !  Thanks for asking these questions  !   . ,NOT,NONE,NONE
2590,hasoc_en_2591,HAPPY JOHN MC CAIN DAY ! ,NOT,NONE,NONE
3188,hasoc_en_3189,"WTF ?  !  !  WILL NEVER AND I REPEAT NEVER ,  have the CLASS that Jackie O .  had !  This type of statement is utterly ridiculous and quite frankly disgusting SMH . ",NOT,NONE,NONE
3417,hasoc_en_3418,"WORLD MEDICAL ASSOCIATION on  .  read this ?  If your Kanyashree has reached to  ,  your poorly funded goons story has reached to international organisations for all wrong reasons .  ZERO TOLERANCE TO VIOLENCE at Workplace . ",NOT,NONE,NONE
277,hasoc_en_278,I despise,NOT,NONE,NONE
3072,hasoc_en_3073,I agree with you Dollar . ,NOT,NONE,NONE
3171,hasoc_en_3172,Trump that sounds like you are you mirroring ? ,NOT,NONE,NONE
3224,hasoc_en_3225,Exclusive :  This likes our Maybe they can get adjoining cells . ,NOT,NONE,NONE
2762,hasoc_en_2763,"Logo on the Dhoni ' s gloves does not fall in the allowed categories as per the ICC ' s rule book .  So get rid of the logo and get on with it .  I am Dhoni ' s huge fan but if something is not allowed ,  get over it . ",NOT,NONE,NONE
3388,hasoc_en_3389,"Hey Your economy is tanking !  Cuz everything u touch .  .  . dies GOP LOL fiscal responsible party ?  Happy Fathers Day ,  losers",HOF,OFFN,TIN
3949,hasoc_en_3950,The NYT has been around long before you and will be around long after you are gone and forgotten .  YOU ARE THE ENEMY OF THE PEOPLE ! ,HOF,HATE,TIN
5241,hasoc_en_5242,I am sure Joe will do what is best for Joel  . ,NOT,NONE,NONE
3062,hasoc_en_3063,Kore DM - PVC Combo  ( 1 - 5 Kg )  Home Gym Dumbbells  & amp ;  Fitness Kit Rs . 579  ( mrp - 1880 ) ,NOT,NONE,NONE
5236,hasoc_en_5237,I didn ' t even know she was still working . ,HOF,PRFN,TIN
2221,hasoc_en_2222,They say colouring is therapeutic .  .  .  .  .  I just finished my newest piece and I couldnt agree more,NOT,NONE,NONE
2540,hasoc_en_2541,can ' t come fast enough . ,NOT,NONE,NONE
2332,hasoc_en_2333,"Talk trash ?  ?  No ,  just my opinion that people take this way too serious .  But we do agree on one thing that is way more important than any game or any injury  . ",NOT,NONE,NONE
2998,hasoc_en_2999,By wearing the over his gloves has shown his love  & amp ;  respect for the forces .  should understand that this is not related to any political / religious / racial activities This is about our,NOT,NONE,NONE
705,hasoc_en_706,OBSTRUCTION !  enter it into the court records . ,NOT,NONE,NONE
4760,hasoc_en_4761,"Bojo is a dessembler extraordinaire  ,  call him on his lies  ! ",NOT,NONE,NONE
3041,hasoc_en_3042,Quack Quack Quack Blablabla Boohoohoo,NOT,NONE,NONE
5546,hasoc_en_5547,Goons showing their private parts to lady doctors n interns and threatening them to be raped till death and attacked with acid And you don ' t say a word shame on you .  No girl will call you DIDI now as your silence is disgrace as a lady ! ,NOT,NONE,NONE
1569,hasoc_en_1570,"Mohammed Amin the chairman of the Conservative Muslim Forum has made comparisons between leadership hopeful Boris Johnson and Adolf Hitler ,  and will quit if Johnson becomes prime minister .  . ",NOT,NONE,NONE
4616,hasoc_en_4617,"AIIMS Resident Doctors issue ultimatum to West Bengal government ;  say if demands not met within hours ,  they will go on indefinite strike .  .  !  ! ",HOF,HATE,TIN
1607,hasoc_en_1608,Worst in History in terms of  !   .   .   . ,NOT,NONE,NONE
3733,hasoc_en_3734,Exactly . ,HOF,PRFN,TIN
221,hasoc_en_222,"BCCI should recall team India back from ICC CWC ,  next day hi ICC would allow to play in army uniform",NOT,NONE,NONE
4368,hasoc_en_4369,Link : ,NOT,NONE,NONE
3353,hasoc_en_3354,"Whats up ,   ?  Have you cut anyones head off today ? ",NOT,NONE,NONE
4749,hasoc_en_4750,Way to try and normalize that nasty bunch of grifters I dont care do you ?  it Cant wait for them to leave the peoples house . ,NOT,NONE,NONE
1397,hasoc_en_1398,Come to Bengal and speak whatever language you want to .  We have seen what lingual terrorism can do during the Bangladesh Independence war and divisive politics will not work  . ,NOT,NONE,NONE
5477,hasoc_en_5478,Hello You should take some cricket planning and coaching lessons from Instead of wasting your time on Dhoni ' s gloves ull cud hv done some productive execution for the matches,HOF,HATE,TIN
4584,hasoc_en_4585,All these are allowed but was wrong ! why ? ,NOT,NONE,NONE
2994,hasoc_en_2995,"Trump holds his thumb between his fingers ,  insist hes got our nose refuses to show us otherwise .  seriously ,  sincerely , ",HOF,HATE,TIN
5330,hasoc_en_5331,"Sheeeeit ,  my gal coming home ?  I ' ll cook up some Trumperrhoid possum stew fer ya . ",HOF,OFFN,TIN
2999,hasoc_en_3000,"Who was the attorney for family against  ,   ? ",NOT,NONE,NONE
618,hasoc_en_619,I can never make it more than minutes into before levels peak and my eyes roll out of my head .  How are there so many seasons of this horseshit ? ,NOT,NONE,NONE
5102,hasoc_en_5103,lol  ' has a little getting even to do '  thankfully knife blades can ' t penetrate my twitter account,NOT,NONE,NONE
1180,hasoc_en_1181,"Every morning I wake up hoping I have an alert on my phone saying has died from a massive stroke or heart attack .  Him being assassinated would be more ideal ,  but Ill take his own body giving out . ",HOF,HATE,TIN
4704,hasoc_en_4705,"Yeh World cup ho raha ki Baris ka World Cup kuch Samajh me Nehi Araha link .   .  watch ,  like ,  subscribe  & amp ;  Share",NOT,NONE,NONE
5332,hasoc_en_5333,Its sad that what bothers me most in this tweet is the wasting of characters to spell out USA .  Im only slightly triggered by the capitalization of the .  Only slightly . ,NOT,NONE,NONE
3757,hasoc_en_3758,Saying are England team  -  they may play for different clubs but they come together for England say  .  Only problem with that analogy is that refuses to attend training + expects to be made captain .  privilege ? ,NOT,NONE,NONE
4464,hasoc_en_4465,The Fraud is occupying the Oval Office . ,HOF,OFFN,TIN
1259,hasoc_en_1260,Absolutely .  Utter joke that he is even being considered .  Clueless doesnt even begin to cover it,NOT,NONE,NONE
167,hasoc_en_168,HUMP DAY,NOT,NONE,NONE
2464,hasoc_en_2465,"Mexico has done more to secure our border in days than Democrats in Congress have in YEARS .  The time to put Americans first is now ,  we must act to fix the crisis on the border ! ",NOT,NONE,NONE
1604,hasoc_en_1605,Happy,NOT,NONE,NONE
692,hasoc_en_693,If you see a Conservative Party leadership candidate fitting this description .  .  . ,NOT,NONE,NONE
26,hasoc_en_27,world cup reality,NOT,NONE,NONE
2165,hasoc_en_2166,da .  .  is forever for me .  .  . ,NOT,NONE,NONE
425,hasoc_en_426,Fact One and attend Eton and Oxford becomes Foreign office Diplomat awarded OBE for services in Afghanistan becomes Times Newspaper Columnist sacked for deception,HOF,HATE,TIN
3185,hasoc_en_3186,"Dear instead of concentrating on what is on MSD ' s gloves ,  pls look towards remedies for poor umpiring in the tournament ,  He is just showing his patriotism",NOT,NONE,NONE
5689,hasoc_en_5690,What is this .  .  .  .  Where was ICC then . ,HOF,HATE,TIN
1132,hasoc_en_1133,"Dear It ' s Not Just a Symbol ,  It ' s our pride . ",NOT,NONE,NONE
1668,hasoc_en_1669,"Mam . According to me instead of taking steps regarding Reservations , Green Environment .  . The government should take necessary steps regarding in  .  . Its not The time of changing the girls dressing sense its about changing the thoughts .  .  . ",NOT,NONE,NONE
4759,hasoc_en_4760,I ' d blame it on autocorrect .  Every time I type in the word  '  '  it replaces it with  '  '  so it does get it right sometimes,HOF,PRFN,TIN
2092,hasoc_en_2093,"leaving her post as the worst lying Press Secretary of the United States of  ,  under a men who is unfit to lead anything .  Sarah you are disgraceful ,  and  .  Why would you support such a  ,  grabbed them by  .  BBW",HOF,OFFN,TIN
1849,hasoc_en_1850,God Bless a Real American,NOT,NONE,NONE
701,hasoc_en_702,Come to Bengal and speak whatever language you want to .  We have seen what lingual terrorism can do during the Bangladesh Independence war and divisive politics will not work  . ,NOT,NONE,NONE
1068,hasoc_en_1069,If you can tweet for Syria and Paris  .  Why not for doctors of your own country  ?  Such a shame that cm of Bengal is doing injustice to doctors and the normal public is silent . ,NOT,NONE,NONE
1028,hasoc_en_1029,"Chief Minister Mamata Banerjee extends olive branch to doctors ,  invites them to meet her on Saturday to end stir . ",NOT,NONE,NONE
5677,hasoc_en_5678,Wow !  Just wow ! ,HOF,HATE,TIN
4594,hasoc_en_4595,G E T O U T .  .  .  GET THEM ALL O U T  . ,HOF,OFFN,TIN
3092,hasoc_en_3093,This day should be used to celebrate a man with honor not a traitor to our country .  June th is plz tweet n keep retweeting these  ' s to keep them trending all day n his bday,HOF,HATE,TIN
1389,hasoc_en_1390,Ive seen racer chases in women but this guy on your left is definitely a driver chaser . ,NOT,NONE,NONE
4775,hasoc_en_4776,England cricket board bribed the and got their matches scheduled on a clear day .  Of course with technology could have checked the forecast and planned the stadiums and days according .  England cricket wanna win their maiden cup at home .  Loser country and,HOF,OFFN,UNT
4545,hasoc_en_4546,continues to try sooooo hard to remain relevant .  is the only one who cares,HOF,PRFN,TIN
3821,hasoc_en_3822,I think should focus on uphelding sports man sprit rather than gloves . ,NOT,NONE,NONE
464,hasoc_en_465,Is it just cold or these guys are really on something ?  Umpiring has reached its absolute lowest .  Even the reputed ones as well . ,NOT,NONE,NONE
4605,hasoc_en_4606,was an American treasure who inspired millions of Americans and made us proud .  Melania is a Russian whore .   ' s left over . ,HOF,HATE,TIN
1029,hasoc_en_1030,ANOTHER ONERY DEM .  .  .  .  . ,HOF,PRFN,TIN
5101,hasoc_en_5102,"The Republicans and MAGA hats have been pretending for over two years that he ' s sane .  .  . I don ' t see them stopping anytime soon .  I never thought I ' d see the death of Democracy in this country in my lifetime ,  but here we are .  .  . ",NOT,NONE,NONE
1202,hasoc_en_1203,"It would be irresponsible for Tory MPs to opt for  ,  perhaps more irresponsible than holding a  %  threshold referendum .  For the Countrys and Partys sake please go for  ! ",NOT,NONE,NONE
4493,hasoc_en_4494,Enjoying listening to try and backpeddle his comments about accepting foreign help and being a willing participant to  ! ,HOF,OFFN,TIN
2427,hasoc_en_2428,Trump has a habit of creating a crisis and then jumping in and solving it .  We HAD an agreement only problem in the s eyes is that it happened during Pres Obamas administration .  You all need to get over yourselves and put country over party . ,NOT,NONE,NONE
455,hasoc_en_456,does not see anything wrong with this picture because there is no Balidaan symbol in it,NOT,NONE,NONE
5672,hasoc_en_5673,Prize ceremony time of It ' s look Amazing,HOF,HATE,TIN
4890,hasoc_en_4891,All those polls were true .  Hillary was a head of u the entire time .  By those  %  too .  The problem is the EC decided ignore our votes and choose u anyway .  NVM all the Russian hacking of the election and voting machines . ,HOF,HATE,TIN
3640,hasoc_en_3641,"This daft orange shitgibbon has no clue how tariffs work .  China or whatever country doesn ' t pay for it ,  the country IMPORTING the product pays for and that is passed right along to the consumer .  Tariffs rip even more money out of U . S .  consumer ' s wallets . ",HOF,PRFN,TIN
2194,hasoc_en_2195,Today ' s is Trumps '  birthday so lets make this a TRUMP FREE day .  After this post I will NOT post anything about Trump all weekend . ,NOT,NONE,NONE
2738,hasoc_en_2739,You cheated to win this election and that is your legacy !  There were always be an asterisk *  by your name .   * Cheated with Putin to win the election ! ,HOF,HATE,TIN
5430,hasoc_en_5431,was known for his quick cuts and running style when with  ( and before that at where he won the Now he ' s just known as a,HOF,HATE,TIN
2089,hasoc_en_2090,Some more than others .  .  .  It ' s alright it was only years .  .  .  . ,NOT,NONE,NONE
1897,hasoc_en_1898,You know that Trump is the spawn of Satan ? ,NOT,NONE,NONE
203,hasoc_en_204,Here are things you must know if you ' re Hindu . ,NOT,NONE,NONE
2487,hasoc_en_2488,"Its another week  -  lets do the poll again .  Do you love him and believe in  ,  or think  ? ",NOT,NONE,NONE
3033,hasoc_en_3034,Dear learn something from India how to Cover whole ground and how to manage during rain,NOT,NONE,NONE
5328,hasoc_en_5329,It should be clear  -  is an extraordinary event Extraordinary measures are required to address the greatest he represents,NOT,NONE,NONE
3350,hasoc_en_3351,"knows who the is ,  but then who is the duke of dolphins ? ",NOT,NONE,NONE
659,hasoc_en_660,For all the good women who have wonderful fathers BLOCK THIS,NOT,NONE,NONE
5646,hasoc_en_5647,John Dean :  I ' m honored to be on Trump ' s enemies list,HOF,PRFN,TIN
4862,hasoc_en_4863,Getting even ?  I think you already did that . ,NOT,NONE,NONE
3752,hasoc_en_3753,Dear what about players offering namaz on field or urinating on field after the match .  ?  did not do anything wrong . ,NOT,NONE,NONE
1669,hasoc_en_1670,JUICE IS STILL ON THE LOOSE,NOT,NONE,NONE
